"geno","env","loc","year","rep","block","row","col","variety","design_class","target_n","plot_id","yield","disease","height","heading","yld","family","sire","dam"
"G113","Y1_L1","L1","Y1",1,"B5",6,6,"G113","augmented_single",200,153,7.96866304446646,11.2477589607046,35.0350868528024,109.733596257151,7.96866304446646,"F012","P3","P41"
"G114","Y1_L1","L1","Y1",1,"B3",4,14,"G114","augmented_single",200,154,6.58101626785855,26.6245813337257,32.8233800331402,101.022286861857,6.58101626785855,"F012","P3","P41"
"G115","Y1_L1","L1","Y1",1,"B3",3,14,"G115","augmented_single",200,155,5.09747259766461,20.1745712748806,27.6670213395067,115.827877967762,5.09747259766461,"F012","P3","P41"
"G116","Y1_L1","L1","Y1",1,"B5",6,8,"G116","augmented_single",200,156,7.94269527328951,28.3272903606549,33.8210453830835,102.695166291725,7.94269527328951,"F012","P3","P41"
"G117","Y1_L1","L1","Y1",1,"B2",2,9,"G117","augmented_single",200,157,6.65948979956192,25.4923132933794,30.9057648401364,98.1876802698181,6.65948979956192,"F012","P3","P41"
"G118","Y1_L1","L1","Y1",1,"B3",3,11,"G118","augmented_single",200,158,6.21718983416408,33.2752300035878,31.1067867847455,108.710788348432,6.21718983416408,"F012","P3","P41"
"G119","Y1_L1","L1","Y1",1,"B3",4,15,"G119","augmented_single",200,159,5.7070021754494,25.1866647235371,30.2595374163491,108.497417645145,5.7070021754494,"F012","P3","P41"
"G120","Y1_L1","L1","Y1",1,"B5",7,4,"G120","augmented_single",200,160,7.39889831944251,25.8634926157199,30.6335597040777,109.105054618434,7.39889831944251,"F012","P3","P41"
"G121","Y1_L1","L1","Y1",1,"B6",7,12,"G121","augmented_single",200,161,6.83388794577616,19.6157269151031,35.2086517255396,110.688686636525,6.83388794577616,"F013","P3","P54"
"G122","Y1_L1","L1","Y1",1,"B2",2,6,"G122","augmented_single",200,162,8.3759094858137,28.3774024709975,30.6151408747288,105.053222823718,8.3759094858137,"F013","P3","P54"
"G123","Y1_L1","L1","Y1",1,"B1",1,3,"G123","augmented_single",200,163,6.4540202532966,27.6024087056363,29.7064487124086,92.120324396478,6.4540202532966,"F013","P3","P54"
"G124","Y1_L1","L1","Y1",1,"B4",5,12,"G124","augmented_single",200,164,7.16684662846474,32.6932437072918,29.8182478373348,105.115656001887,7.16684662846474,"F013","P3","P54"
"G125","Y1_L1","L1","Y1",1,"B2",2,15,"G125","augmented_single",200,165,4.1,40.5084863410921,30.2650869370752,102.090177020945,4.1,"F013","P3","P54"
"G126","Y1_L1","L1","Y1",1,"B9",11,12,"G126","augmented_single",200,166,7.49898466969181,19.1617709684134,33.3251266324504,115.278582028729,7.49898466969181,"F013","P3","P54"
"G127","Y1_L1","L1","Y1",1,"B4",6,4,"G127","augmented_single",200,167,7.80691606986162,23.8941013788254,30.4219726408024,92.4021554484881,7.80691606986162,"F013","P3","P54"
"G128","Y1_L1","L1","Y1",1,"B3",4,12,"G128","augmented_single",200,168,8.2289819629133,23.4273269381809,35.7881676544541,108.252954956218,8.2289819629133,"F013","P3","P54"
"G129","Y1_L1","L1","Y1",1,"B1",2,1,"G129","augmented_single",200,169,6.39439332993467,27.092679137441,34.1221169560029,107.453869597051,6.39439332993467,"F013","P3","P54"
"G130","Y1_L1","L1","Y1",1,"B7",9,4,"G130","augmented_single",200,170,7.42039242562023,27.2229706996366,35.0884642149203,107.88417603341,7.42039242562023,"F013","P3","P54"
"G131","Y1_L1","L1","Y1",1,"B8",10,6,"G131","augmented_single",200,171,7.43912497284501,35.4502221807909,30.3739259457707,95.6345258544462,7.43912497284501,"F014","P3","P36"
"G132","Y1_L1","L1","Y1",1,"B10",13,5,"G132","augmented_single",200,172,7.95957031041251,38.9079880936816,37.0483636020679,105.647595337727,7.95957031041251,"F014","P3","P36"
"G133","Y1_L1","L1","Y1",1,"B10",14,4,"G133","augmented_single",200,173,7.93610409281795,35.6875313013192,32.5304090320959,98.4435631046536,7.93610409281795,"F014","P3","P36"
"G134","Y1_L1","L1","Y1",1,"B10",13,10,"G134","augmented_single",200,174,8.0289186930679,42.3923882466603,31.03188531329,110.067688166619,8.0289186930679,"F014","P3","P36"
"G135","Y1_L1","L1","Y1",1,"B2",2,14,"G135","augmented_single",200,175,4.1,37.2479441506561,28.5011260645929,88.9035930349332,4.1,"F014","P3","P36"
"G136","Y1_L1","L1","Y1",1,"B9",12,4,"G136","augmented_single",200,176,8.8495779083804,46.1490767386298,33.5457896957677,102.607225852739,8.8495779083804,"F014","P3","P36"
"G137","Y1_L1","L1","Y1",1,"B10",13,7,"G137","augmented_single",200,177,8.36128756991362,40.1564956033467,29.8861093449593,98.4370307696565,8.36128756991362,"F014","P3","P36"
"G138","Y1_L1","L1","Y1",1,"B7",9,14,"G138","augmented_single",200,178,7.5571350059757,31.1539107853979,31.9751961050431,95.3749039249697,7.5571350059757,"F014","P3","P36"
"G139","Y1_L1","L1","Y1",1,"B8",10,14,"G139","augmented_single",200,179,4.70483002280035,31.8751883335011,31.019153250264,109.920933067763,4.70483002280035,"F014","P3","P36"
"G140","Y1_L1","L1","Y1",1,"B5",6,10,"G140","augmented_single",200,180,7.32814304553746,35.5032135177606,33.7496725071174,105.045225019986,7.32814304553746,"F014","P3","P36"
"G141","Y1_L1","L1","Y1",1,"B6",8,14,"G141","augmented_single",200,181,7.08034141121943,29.9667760064515,30.6745300149447,95.6719743213114,7.08034141121943,"F015","P3","P42"
"G142","Y1_L1","L1","Y1",1,"B10",13,8,"G142","augmented_single",200,182,8.79076268436148,35.6953495419852,28.9563046287038,95.5580371795027,8.79076268436148,"F015","P3","P42"
"G143","Y1_L1","L1","Y1",1,"B10",13,3,"G143","augmented_single",200,183,7.05400346415401,45.6265848901609,28.6026027627121,97.1825574566908,7.05400346415401,"F015","P3","P42"
"G144","Y1_L1","L1","Y1",1,"B2",3,9,"G144","augmented_single",200,184,7.52734460661816,42.9340387929976,29.67963914276,98.4659021600766,7.52734460661816,"F015","P3","P42"
"G145","Y1_L1","L1","Y1",1,"B6",7,13,"G145","augmented_single",200,185,4.98581559646693,25.691081157109,30.6991306683665,111.372592574853,4.98581559646693,"F015","P3","P42"
"G146","Y1_L1","L1","Y1",1,"B6",8,13,"G146","augmented_single",200,186,6.88712299991554,32.1662364827874,28.822739298877,88.767740142987,6.88712299991554,"F015","P3","P42"
"G147","Y1_L1","L1","Y1",1,"B1",1,6,"G147","augmented_single",200,187,6.23538080587608,30.518127421033,33.3748530467622,95.6317878129304,6.23538080587608,"F015","P3","P42"
"G148","Y1_L1","L1","Y1",1,"B10",13,11,"G148","augmented_single",200,188,6.70121723156231,22.9895031402069,32.7397279821359,105.564476089748,6.70121723156231,"F015","P3","P42"
"G149","Y1_L1","L1","Y1",1,"B4",5,14,"G149","augmented_single",200,189,5.99286691573914,28.9953374377855,37.5118343335592,91.4863339361709,5.99286691573914,"F015","P3","P42"
"G150","Y1_L1","L1","Y1",1,"B7",9,6,"G150","augmented_single",200,190,7.46676202770813,42.9944253450276,28.7009510936039,80.6013651559987,7.46676202770813,"F015","P3","P42"
"G151","Y1_L1","L1","Y1",1,"B8",11,6,"G151","augmented_single",200,191,7.75094111957831,18.6955172493253,27.0522643117181,105.018990616728,7.75094111957831,"F016","P4","P56"
"G152","Y1_L1","L1","Y1",1,"B10",13,2,"G152","augmented_single",200,192,7.88845499434517,35.8201062128541,28.8323571098382,96.1983489535042,7.88845499434517,"F016","P4","P56"
"G153","Y1_L1","L1","Y1",1,"B3",4,11,"G153","augmented_single",200,193,8.11008444164497,23.1553916512843,25,85.2287098417013,8.11008444164497,"F016","P4","P56"
"G154","Y1_L1","L1","Y1",1,"B8",10,8,"G154","augmented_single",200,194,9.04671327547605,33.0393035366957,27.8195850365856,91.3675716999573,9.04671327547605,"F016","P4","P56"
"G155","Y1_L1","L1","Y1",1,"B3",4,6,"G155","augmented_single",200,195,7.95884891340154,26.5910749518092,30.0637925073697,98.2176107452296,7.95884891340154,"F016","P4","P56"
"G156","Y1_L1","L1","Y1",1,"B9",12,11,"G156","augmented_single",200,196,7.66016347441875,26.0774750206111,28.816387673286,84.7874431738283,7.66016347441875,"F016","P4","P56"
"G157","Y1_L1","L1","Y1",1,"B3",4,8,"G157","augmented_single",200,197,7.94545058044567,31.4356112455621,25,85.513273271478,7.94545058044567,"F016","P4","P56"
"G158","Y1_L1","L1","Y1",1,"B4",5,8,"G158","augmented_single",200,198,7.17557574976211,28.8454864523059,25.045677004481,80,7.17557574976211,"F016","P4","P56"
"G159","Y1_L1","L1","Y1",1,"B7",9,5,"G159","augmented_single",200,199,7.84817028885154,23.5977544709372,27.4600292604348,90.7795643282219,7.84817028885154,"F016","P4","P56"
"G160","Y1_L1","L1","Y1",1,"B3",4,9,"G160","augmented_single",200,200,6.69736245643537,30.1020112825222,26.8123312914052,90.8911229150601,6.69736245643537,"F016","P4","P56"
