"geno","env","loc","year","rep","block","row","col","variety","design_class","target_n","plot_id","yield","disease","height","heading","yld","family","sire","dam"
"G8","Y1_L2","L2","Y1","1","B1",1,5,"G4","sparse_prep_MET",1000,146,6.54425568512647,32.4297959464455,26.7793826202952,98.0758509289863,6.54425568512647,"F001","P1","P32"
"G861","Y1_L2","L2","Y1","1","B1",1,2,"G5","sparse_prep_MET",1000,147,6.80477939020258,19.7660915861797,25.592187838868,86.3894410207679,6.80477939020258,"F087","P18","P80"
"G443","Y1_L2","L2","Y1","1","B4",8,8,"G6","sparse_prep_MET",1000,148,9.27884962816466,28.8974316815413,30.5038834763348,96.7244120130924,9.27884962816466,"F045","P9","P47"
"G742","Y1_L2","L2","Y1","1","B3",6,8,"G7","sparse_prep_MET",1000,149,7.26361525550168,26.4127889937955,28.0163349670109,110.853766146799,7.26361525550168,"F075","P15","P79"
"G694","Y1_L2","L2","Y1","1","B2",4,1,"G8","sparse_prep_MET",1000,150,6.5928457637947,26.2272026908455,27.2635210374245,96.3540064275904,6.5928457637947,"F070","P14","P33"
"G9","Y1_L2","L2","Y1","1","B3",5,8,"G9","sparse_prep_MET",1000,151,7.01942760896794,32.1125298585929,25.9412122763469,100.426969749354,7.01942760896794,"F001","P1","P32"
"G655","Y1_L2","L2","Y1","1","B1",1,7,"G10","sparse_prep_MET",1000,152,5.37980848813203,19.9941028083615,29.0179331411096,86.4426031118245,5.37980848813203,"F066","P14","P80"
"G6","Y1_L2","L2","Y1","1","B2",4,4,"G11","sparse_prep_MET",1000,153,6.73839974584618,38.4087560710271,26.1415106155813,92.3624490350452,6.73839974584618,"F001","P1","P32"
"G916","Y1_L2","L2","Y1","1","B3",5,7,"G38","sparse_prep_MET",1000,154,6.42139740404135,15.2683818342706,33.2228435677971,101.569648580841,6.42139740404135,"F092","P19","P41"
"G38","Y1_L2","L2","Y1","1","B1",3,2,"G82","sparse_prep_MET",1000,155,8.40643327544289,32.6593503041294,27.0306060634855,109.355277718776,8.40643327544289,"F004","P1","P71"
"G840","Y1_L2","L2","Y1","1","B2",3,4,"G83","sparse_prep_MET",1000,156,6.60269256770603,40.2945646843334,27.6832664155828,89.9648557011065,6.60269256770603,"F084","P17","P52"
"G803","Y1_L2","L2","Y1","1","B4",7,7,"G106","sparse_prep_MET",1000,157,8.77448415314768,26.9959621984122,27.0234199093615,104.788452519099,8.77448415314768,"F081","P17","P72"
"G365","Y1_L2","L2","Y1","1","B1",1,9,"G119","sparse_prep_MET",1000,158,5.51299289217011,36.6742016596271,26.9005404104781,97.3172783777356,5.51299289217011,"F037","P8","P53"
"G143","Y1_L2","L2","Y1","1","B2",3,7,"G127","sparse_prep_MET",1000,159,7.42044675710353,40.9430918205302,27.5258585490456,100.727501341893,7.42044675710353,"F015","P3","P42"
"G230","Y1_L2","L2","Y1","1","B1",1,3,"G143","sparse_prep_MET",1000,160,8.26589650130373,14.0933425697804,30.0481347130145,93.1737445197022,8.26589650130373,"F023","P5","P47"
"G235","Y1_L2","L2","Y1","1","B1",3,1,"G147","sparse_prep_MET",1000,161,5.95652930506969,25.9790327244949,25,80,5.95652930506969,"F024","P5","P67"
"G119","Y1_L2","L2","Y1","1","B1",2,7,"G160","sparse_prep_MET",1000,162,8.26095622544881,33.6476614461318,32.4755902758635,113.83001115777,8.26095622544881,"F012","P3","P41"
"G700","Y1_L2","L2","Y1","1","B4",7,9,"G186","sparse_prep_MET",1000,163,5.43942587390459,29.7350638705256,28.2313649417202,96.0022036703628,5.43942587390459,"F070","P14","P33"
"G938","Y1_L2","L2","Y1","1","B1",1,4,"G204","sparse_prep_MET",1000,164,8.71562619048315,30.4998411455716,25.8022567735855,103.7372249135,8.71562619048315,"F094","P19","P75"
"G283","Y1_L2","L2","Y1","1","B2",5,1,"G208","sparse_prep_MET",1000,165,7.98177639022133,28.3647012736147,31.9845731240257,98.2053255516028,7.98177639022133,"F029","P6","P76"
"G415","Y1_L2","L2","Y1","1","B1",2,3,"G217","sparse_prep_MET",1000,166,7.39475625106648,22.3582084845977,34.8010131400094,89.5113373831075,7.39475625106648,"F042","P9","P26"
"G934","Y1_L2","L2","Y1","1","B1",2,5,"G230","sparse_prep_MET",1000,167,6.35140712086682,22.8654750336003,25,89.9569682345233,6.35140712086682,"F094","P19","P75"
"G11","Y1_L2","L2","Y1","1","B4",8,5,"G235","sparse_prep_MET",1000,168,8.96913695817093,37.1968546763109,31.2291484201732,98.023253203211,8.96913695817093,"F002","P1","P36"
"G993","Y1_L2","L2","Y1","1","B3",6,2,"G283","sparse_prep_MET",1000,169,6.03155363576927,22.1696898223112,30.2150953973616,94.320553112092,6.03155363576927,"F100","P20","P33"
"G147","Y1_L2","L2","Y1","1","B3",5,5,"G288","sparse_prep_MET",1000,170,8.1715408364659,31.456607402236,31.7623639648323,100.501268064786,8.1715408364659,"F015","P3","P42"
"G780","Y1_L2","L2","Y1","1","B3",6,3,"G309","sparse_prep_MET",1000,171,8.47322496679834,30.6415187081024,28.6824706130421,92.3360809385404,8.47322496679834,"F078","P16","P33"
"G917","Y1_L2","L2","Y1","1","B1",1,1,"G352","sparse_prep_MET",1000,172,8.82411105836458,22.0365775398912,30.5752098236603,106.159837439488,8.82411105836458,"F092","P19","P41"
"G217","Y1_L2","L2","Y1","1","B1",2,6,"G363","sparse_prep_MET",1000,173,7.87507770705675,32.4156292018357,28.6732862686394,92.7793119232249,7.87507770705675,"F022","P5","P44"
"G757","Y1_L2","L2","Y1","1","B3",5,6,"G365","sparse_prep_MET",1000,174,9.11717137582144,31.7949469799085,27.073470127749,95.0415362708795,9.11717137582144,"F076","P16","P34"
"G387","Y1_L2","L2","Y1","1","B3",6,1,"G387","sparse_prep_MET",1000,175,8.79587885691956,37.3062940841172,27.1752037793703,93.9543172450758,8.79587885691956,"F039","P8","P30"
"G208","Y1_L2","L2","Y1","1","B3",5,9,"G405","sparse_prep_MET",1000,176,7.01535973060965,14.823054990117,26.3972343595988,90.9666033038269,7.01535973060965,"F021","P5","P80"
"G718","Y1_L2","L2","Y1","1","B3",6,5,"G415","sparse_prep_MET",1000,177,8.54718829228739,31.0814955207811,29.5336265244759,101.091088017683,8.54718829228739,"F072","P15","P53"
"G521","Y1_L2","L2","Y1","1","B2",5,3,"G427","sparse_prep_MET",1000,178,6.51434343939015,33.2698584281199,31.9025388506653,110.512898719838,6.51434343939015,"F053","P11","P31"
"G427","Y1_L2","L2","Y1","1","B2",4,5,"G443","sparse_prep_MET",1000,179,8.07720966542342,24.9645272526302,26.1668030350876,95.306021143087,8.07720966542342,"F043","P9","P22"
"G3","Y1_L2","L2","Y1","1","B1",2,1,"G478","sparse_prep_MET",1000,180,6.70326711314476,28.6840683816608,27.860922664938,82.3003178788714,6.70326711314476,"F001","P1","P32"
"G363","Y1_L2","L2","Y1","1","B2",4,9,"G506","sparse_prep_MET",1000,181,7.12828479017048,34.5728322979504,30.8148152547718,102.414379648284,7.12828479017048,"F037","P8","P53"
"G820","Y1_L2","L2","Y1","1","B3",7,5,"G520","sparse_prep_MET",1000,182,7.06906750151811,16.8521428506543,27.7436196393086,99.8356325298418,7.06906750151811,"F082","P17","P44"
"G965","Y1_L2","L2","Y1","1","B1",1,8,"G521","sparse_prep_MET",1000,183,7.0743311659984,27.8512783483122,29.185058500602,94.5880714874891,7.0743311659984,"F097","P20","P78"
"G556","Y1_L2","L2","Y1","1","B4",8,2,"G556","sparse_prep_MET",1000,184,7.01013928995833,17.0085454483883,36.3073984974545,104.901599039935,7.01013928995833,"F056","P12","P70"
"G309","Y1_L2","L2","Y1","1","B3",7,4,"G574","sparse_prep_MET",1000,185,6.52766903932939,11.7624583421899,28.1678223768557,111.365796419078,6.52766903932939,"F031","P7","P37"
"G2","Y1_L2","L2","Y1","1","B3",7,6,"G578","sparse_prep_MET",1000,186,7.67153760947008,41.5987938133915,27.5432534709815,87.3920953269536,7.67153760947008,"F001","P1","P32"
"G1","Y1_L2","L2","Y1","1","B3",6,4,"G611","sparse_prep_MET",1000,187,5.94698806243923,35.7400720224913,25,92.5113743855878,5.94698806243923,"F001","P1","P32"
"G506","Y1_L2","L2","Y1","1","B1",2,8,"G655","sparse_prep_MET",1000,188,6.31116584509823,21.2424037518754,27.3764274234883,101.376610750351,6.31116584509823,"F051","P11","P56"
"G186","Y1_L2","L2","Y1","1","B2",5,4,"G671","sparse_prep_MET",1000,189,7.98936819133383,27.8404395313272,25.1603631250685,80,7.98936819133383,"F019","P4","P62"
"G10","Y1_L2","L2","Y1","1","B3",7,3,"G692","sparse_prep_MET",1000,190,6.68292198307456,29.0384179126742,29.6247885535646,92.2618164380021,6.68292198307456,"F001","P1","P32"
"G478","Y1_L2","L2","Y1","1","B1",2,4,"G694","sparse_prep_MET",1000,191,8.79490002708969,33.051221500389,33.6254983462475,100.005873564719,8.79490002708969,"F048","P10","P41"
"G578","Y1_L2","L2","Y1","1","B3",7,1,"G700","sparse_prep_MET",1000,192,9.43110568205725,10.7126434826845,27.3948642646403,112.795801237242,9.43110568205725,"F058","P12","P53"
"G574","Y1_L2","L2","Y1","1","B3",6,7,"G707","sparse_prep_MET",1000,193,8.60211309139475,22.8181841470833,36.3610615267243,106.831902876294,8.60211309139475,"F058","P12","P53"
"G611","Y1_L2","L2","Y1","1","B1",2,2,"G718","sparse_prep_MET",1000,194,8.40120899589718,33.4539669376838,25.706549480636,101.058681146004,8.40120899589718,"F062","P13","P40"
"G106","Y1_L2","L2","Y1","1","B2",3,6,"G742","sparse_prep_MET",1000,195,6.08502693216463,40.7497569343973,30.9130584011812,89.7230126368411,6.08502693216463,"F011","P3","P46"
"G520","Y1_L2","L2","Y1","1","B2",3,3,"G757","sparse_prep_MET",1000,196,6.86408504640852,30.613914849762,30.6256139686028,91.8697787992405,6.86408504640852,"F052","P11","P43"
"G955","Y1_L2","L2","Y1","1","B4",7,8,"G774","sparse_prep_MET",1000,197,6.38606016734176,40.1012915328519,27.776987987004,106.586752256236,6.38606016734176,"F096","P20","P44"
"G4","Y1_L2","L2","Y1","1","B4",8,6,"G780","sparse_prep_MET",1000,198,7.51240479775357,27.4752445881168,25,94.9063477745583,7.51240479775357,"F001","P1","P32"
"G997","Y1_L2","L2","Y1","1","B2",4,8,"G803","sparse_prep_MET",1000,199,5.8894117846024,30.4208098252368,28.0579722650542,100.951894787764,5.8894117846024,"F100","P20","P33"
"G707","Y1_L2","L2","Y1","1","B2",4,2,"G820","sparse_prep_MET",1000,200,7.12899165092166,35.436084725428,29.1331678762926,98.4786848948641,7.12899165092166,"F071","P15","P30"
"G352","Y1_L2","L2","Y1","1","B4",8,3,"G839","sparse_prep_MET",1000,201,6.27428007593629,34.6247233832953,26.1823250550718,104.458847700174,6.27428007593629,"F036","P8","P59"
"G405","Y1_L2","L2","Y1","1","B2",5,2,"G840","sparse_prep_MET",1000,202,7.65219815432833,31.4685552851229,29.7460648037554,101.890451165688,7.65219815432833,"F041","P9","P75"
"G127","Y1_L2","L2","Y1","1","B2",4,6,"G861","sparse_prep_MET",1000,203,9.5,33.9591416594472,30.8672133039014,93.0852129347362,9.5,"F013","P3","P54"
"G82","Y1_L2","L2","Y1","1","B1",2,9,"G916","sparse_prep_MET",1000,204,7.61649129758854,15.0220097415347,28.9618836315816,91.9508145748856,7.61649129758854,"F009","P2","P73"
"G839","Y1_L2","L2","Y1","1","B4",8,4,"G917","sparse_prep_MET",1000,205,6.41686376874713,25.9040152564673,27.8288691505791,107.150814442481,6.41686376874713,"F084","P17","P52"
"G7","Y1_L2","L2","Y1","1","B2",3,5,"G932","sparse_prep_MET",1000,206,6.64169552277773,28.4436021710337,26.9977886680098,106.024447595647,6.64169552277773,"F001","P1","P32"
"G932","Y1_L2","L2","Y1","1","B3",6,6,"G934","sparse_prep_MET",1000,207,6.86100811134336,19.66851546858,27.7319771202154,96.870687026063,6.86100811134336,"F094","P19","P75"
"G5","Y1_L2","L2","Y1","1","B2",3,8,"G938","sparse_prep_MET",1000,208,7.27288564301155,22.4743498264955,27.0347053873458,91.8512447393863,7.27288564301155,"F001","P1","P32"
"G288","Y1_L2","L2","Y1","1","B4",8,7,"G955","sparse_prep_MET",1000,209,7.58131570016757,23.5943130116075,29.9688303843711,94.164109095264,7.58131570016757,"F029","P6","P76"
"G160","Y1_L2","L2","Y1","1","B2",4,7,"G965","sparse_prep_MET",1000,210,7.02775076545716,29.999582502239,28.758005274696,85.3600280865649,7.02775076545716,"F016","P4","P56"
"G692","Y1_L2","L2","Y1","1","B3",6,9,"G986","sparse_prep_MET",1000,211,7.16333655050759,22.9173091170672,25.0263325803419,81.2250545701322,7.16333655050759,"F070","P14","P33"
"G83","Y1_L2","L2","Y1","1","B2",4,3,"G993","sparse_prep_MET",1000,212,7.89256977499246,13.3810946395136,29.620033187969,98.0163588619103,7.89256977499246,"F009","P2","P73"
"G774","Y1_L2","L2","Y1","1","B1",1,6,"G997","sparse_prep_MET",1000,213,7.91181075314287,36.9986328378759,27.5190134417229,91.4101039458855,7.91181075314287,"F078","P16","P33"
"G10","Y2_L2","L2","Y2","1","B3",6,7,"G1","sparse_prep_MET",1000,214,6.8375894918092,32.8549556500794,30.5672160450514,89.9409973308506,6.8375894918092,"F001","P1","P32"
"G941","Y2_L2","L2","Y2","1","B2",4,5,"G2","sparse_prep_MET",1000,215,8.18446636980514,13.4877851463934,29.9842908440554,89.8613643063734,8.18446636980514,"F095","P19","P28"
"G335","Y2_L2","L2","Y2","1","B2",4,7,"G3","sparse_prep_MET",1000,216,7.1895965624692,21.0627727345195,26.6709204422547,98.8362416002017,7.1895965624692,"F034","P7","P76"
"G227","Y2_L2","L2","Y2","1","B2",4,6,"G4","sparse_prep_MET",1000,217,7.21572921360091,29.112181492356,30.4004169805286,96.7337531065789,7.21572921360091,"F023","P5","P47"
"G554","Y2_L2","L2","Y2","1","B4",8,1,"G5","sparse_prep_MET",1000,218,7.52720265441449,30.8185830453577,35.6326700406507,97.7220074724868,7.52720265441449,"F056","P12","P70"
"G224","Y2_L2","L2","Y2","1","B2",5,2,"G6","sparse_prep_MET",1000,219,8.39087630277781,35.155490789863,31.1798035270808,90.7112615702842,8.39087630277781,"F023","P5","P47"
"G14","Y2_L2","L2","Y2","1","B4",8,4,"G7","sparse_prep_MET",1000,220,7.20728164396514,33.0994377592217,27.9734669902402,103.079100636819,7.20728164396514,"F002","P1","P36"
"G134","Y2_L2","L2","Y2","1","B1",2,7,"G8","sparse_prep_MET",1000,221,9.5,49.587126745176,31.5935972139446,91.9024626476311,9.5,"F014","P3","P36"
"G1","Y2_L2","L2","Y2","1","B4",7,8,"G9","sparse_prep_MET",1000,222,6.26436274173255,25.3633227828479,25.7767161128712,101.254879976143,6.26436274173255,"F001","P1","P32"
"G471","Y2_L2","L2","Y2","1","B3",5,9,"G10","sparse_prep_MET",1000,223,8.52348750778897,26.9291635485797,33.1254298676556,96.4369695989787,8.52348750778897,"F048","P10","P41"
"G764","Y2_L2","L2","Y2","1","B1",2,4,"G11","sparse_prep_MET",1000,224,9.5,27.2940031956521,33.9984751305104,94.1343535629913,9.5,"F077","P16","P65"
"G357","Y2_L2","L2","Y2","1","B2",3,9,"G14","sparse_prep_MET",1000,225,8.01875878686448,23.4705292758163,25.6868941917988,81.8236631089443,8.01875878686448,"F036","P8","P59"
"G379","Y2_L2","L2","Y2","1","B1",1,3,"G17","sparse_prep_MET",1000,226,7.05436360804813,26.1578589323871,36.2499325010346,98.3781996032309,7.05436360804813,"F038","P8","P47"
"G7","Y2_L2","L2","Y2","1","B1",1,4,"G48","sparse_prep_MET",1000,227,6.40808492278429,17.0359660554605,30.6238361151194,95.0815838262307,6.40808492278429,"F001","P1","P32"
"G280","Y2_L2","L2","Y2","1","B2",5,4,"G52","sparse_prep_MET",1000,228,6.592304993213,15.5662851264624,31.8413612449376,103.783420113257,6.592304993213,"F028","P6","P46"
"G683","Y2_L2","L2","Y2","1","B1",2,1,"G63","sparse_prep_MET",1000,229,7.30667926496245,28.9854235732564,33.2346872163973,80.943808286628,7.30667926496245,"F069","P14","P67"
"G913","Y2_L2","L2","Y2","1","B1",3,2,"G70","sparse_prep_MET",1000,230,7.89213771822222,25.2009152212581,32.3626075005761,90.7202537337635,7.89213771822222,"F092","P19","P41"
"G503","Y2_L2","L2","Y2","1","B4",8,7,"G101","sparse_prep_MET",1000,231,8.17785848888036,16.4516307806393,34.0440409113394,101.08734357023,8.17785848888036,"F051","P11","P56"
"G704","Y2_L2","L2","Y2","1","B3",6,1,"G117","sparse_prep_MET",1000,232,7.38432815989912,38.7079106297886,31.3837916233509,80,7.38432815989912,"F071","P15","P30"
"G650","Y2_L2","L2","Y2","1","B4",8,6,"G123","sparse_prep_MET",1000,233,8.10579754538464,21.3440180356645,30.6803741081287,102.225363140688,8.10579754538464,"F065","P13","P71"
"G755","Y2_L2","L2","Y2","1","B4",8,5,"G134","sparse_prep_MET",1000,234,7.31166972682264,26.6942013412898,31.0874190870499,92.3573836258644,7.31166972682264,"F076","P16","P34"
"G892","Y2_L2","L2","Y2","1","B3",6,4,"G148","sparse_prep_MET",1000,235,9.5,29.6892150851943,36.8870485842373,107.777969358259,9.5,"F090","P18","P71"
"G706","Y2_L2","L2","Y2","1","B2",5,1,"G224","sparse_prep_MET",1000,236,8.96702464659817,32.2062179422494,28.982848953637,91.5071768416927,8.96702464659817,"F071","P15","P30"
"G945","Y2_L2","L2","Y2","1","B4",7,9,"G227","sparse_prep_MET",1000,237,8.14667801884766,22.7339574244537,27.7421422972565,101.322991392491,8.14667801884766,"F095","P19","P28"
"G48","Y2_L2","L2","Y2","1","B3",7,6,"G232","sparse_prep_MET",1000,238,6.43991776918085,34.3639607314877,28.1829011124392,95.2119050932492,6.43991776918085,"F005","P1","P46"
"G723","Y2_L2","L2","Y2","1","B1",2,3,"G262","sparse_prep_MET",1000,239,5.95006531370174,28.6037578235791,30.9310192179101,99.0914043969992,5.95006531370174,"F073","P15","P44"
"G17","Y2_L2","L2","Y2","1","B2",3,7,"G274","sparse_prep_MET",1000,240,6.87249800588837,32.3278385050666,27.7158524508922,86.4338565733967,6.87249800588837,"F002","P1","P36"
"G349","Y2_L2","L2","Y2","1","B3",5,8,"G280","sparse_prep_MET",1000,241,9.26342059879928,27.669510239254,29.0958968865581,108.577530968387,9.26342059879928,"F035","P7","P21"
"G497","Y2_L2","L2","Y2","1","B4",8,8,"G310","sparse_prep_MET",1000,242,8.51913680075505,29.3540914992795,33.0632895272014,88.928427322341,8.51913680075505,"F050","P10","P69"
"G555","Y2_L2","L2","Y2","1","B3",7,5,"G335","sparse_prep_MET",1000,243,7.29442545796523,27.3620709618449,27.3316255084558,86.224060898782,7.29442545796523,"F056","P12","P70"
"G274","Y2_L2","L2","Y2","1","B1",1,5,"G338","sparse_prep_MET",1000,244,7.60333008622308,16.2590917573589,32.2677860676684,102.863442845722,7.60333008622308,"F028","P6","P46"
"G423","Y2_L2","L2","Y2","1","B1",1,2,"G348","sparse_prep_MET",1000,245,8.12565525509287,32.2070456811398,34.1908058981613,98.3236917812348,8.12565525509287,"F043","P9","P22"
"G101","Y2_L2","L2","Y2","1","B1",1,9,"G349","sparse_prep_MET",1000,246,7.74656278162927,26.8655460558179,32.8879377260314,98.659009346396,7.74656278162927,"F011","P3","P46"
"G673","Y2_L2","L2","Y2","1","B1",2,2,"G357","sparse_prep_MET",1000,247,7.04061617741961,25.9104527117345,31.0852097467358,95.3653199534261,7.04061617741961,"F068","P14","P49"
"G4","Y2_L2","L2","Y2","1","B1",2,5,"G379","sparse_prep_MET",1000,248,6.52975871600507,27.3155765793514,27.1209842137502,94.8964207715502,6.52975871600507,"F001","P1","P32"
"G674","Y2_L2","L2","Y2","1","B3",6,5,"G393","sparse_prep_MET",1000,249,7.06577120269864,24.5911195583773,29.357426188654,97.3732828485951,7.06577120269864,"F068","P14","P49"
"G566","Y2_L2","L2","Y2","1","B1",1,1,"G411","sparse_prep_MET",1000,250,9.5,24.7498774847162,31.3701695685057,82.575410686354,9.5,"F057","P12","P48"
"G411","Y2_L2","L2","Y2","1","B2",4,4,"G420","sparse_prep_MET",1000,251,8.94517511888763,21.0611682364014,35.0343802819722,101.407857618177,8.94517511888763,"F042","P9","P26"
"G691","Y2_L2","L2","Y2","1","B2",3,3,"G423","sparse_prep_MET",1000,252,7.03164938968884,30.9759539548309,27.209463417907,87.8067169775445,7.03164938968884,"F070","P14","P33"
"G633","Y2_L2","L2","Y2","1","B3",6,3,"G471","sparse_prep_MET",1000,253,9.5,19.4869783144239,29.0634054751763,106.294338892923,9.5,"F064","P13","P79"
"G762","Y2_L2","L2","Y2","1","B1",3,1,"G497","sparse_prep_MET",1000,254,8.91678402804614,29.6105361748522,27.0263767102709,94.6874367876787,8.91678402804614,"F077","P16","P65"
"G5","Y2_L2","L2","Y2","1","B1",2,9,"G503","sparse_prep_MET",1000,255,6.91959509869311,24.384329567478,27.7271347551664,84.6515497951372,6.91959509869311,"F001","P1","P32"
"G689","Y2_L2","L2","Y2","1","B3",6,6,"G554","sparse_prep_MET",1000,256,7.80895042454997,16.8480598511954,33.6797468797742,91.4674433065,7.80895042454997,"F069","P14","P67"
"G262","Y2_L2","L2","Y2","1","B2",4,9,"G555","sparse_prep_MET",1000,257,5.95938994268603,16.1034502762069,32.7945180330376,104.878068870588,5.95938994268603,"F027","P6","P47"
"G338","Y2_L2","L2","Y2","1","B2",3,8,"G566","sparse_prep_MET",1000,258,7.20542173821454,30.6211979704833,30.5350904590666,95.5002546748299,7.20542173821454,"F034","P7","P76"
"G232","Y2_L2","L2","Y2","1","B3",6,2,"G577","sparse_prep_MET",1000,259,7.35877148499429,28.8357750469491,26.9498766378737,85.7544795050092,7.35877148499429,"F024","P5","P67"
"G8","Y2_L2","L2","Y2","1","B2",3,6,"G610","sparse_prep_MET",1000,260,7.16714649501698,25.6863727307828,30.0224604937808,89.796422948768,7.16714649501698,"F001","P1","P32"
"G920","Y2_L2","L2","Y2","1","B2",4,8,"G633","sparse_prep_MET",1000,261,8.45530491062251,11.2516607555262,36.1559134095647,113.11706195215,8.45530491062251,"F092","P19","P41"
"G393","Y2_L2","L2","Y2","1","B3",6,8,"G650","sparse_prep_MET",1000,262,6.53322724879293,20.6327461891189,29.1087214331397,100.892095418529,6.53322724879293,"F040","P8","P39"
"G610","Y2_L2","L2","Y2","1","B1",1,6,"G664","sparse_prep_MET",1000,263,9.5,28.2295544829654,30.1401314972808,94.85724565947,9.5,"F061","P13","P74"
"G797","Y2_L2","L2","Y2","1","B2",4,2,"G665","sparse_prep_MET",1000,264,9.5,32.9228177509328,34.8244787340109,97.3409430925695,9.5,"F080","P16","P77"
"G11","Y2_L2","L2","Y2","1","B3",5,5,"G673","sparse_prep_MET",1000,265,7.87910323566861,37.2934853940064,35.9810071894981,94.0338000811653,7.87910323566861,"F002","P1","P36"
"G9","Y2_L2","L2","Y2","1","B4",7,7,"G674","sparse_prep_MET",1000,266,6.11088989401886,26.1250559233754,33.0300262641153,94.4571963684921,6.11088989401886,"F001","P1","P32"
"G864","Y2_L2","L2","Y2","1","B4",8,2,"G683","sparse_prep_MET",1000,267,6.86423013966006,27.5419537226839,30.3787114939345,102.224338152806,6.86423013966006,"F087","P18","P80"
"G664","Y2_L2","L2","Y2","1","B2",5,3,"G689","sparse_prep_MET",1000,268,8.88950792676922,15.8471125839707,33.4131868368163,92.5785344522156,8.88950792676922,"F067","P14","P21"
"G148","Y2_L2","L2","Y2","1","B2",3,5,"G691","sparse_prep_MET",1000,269,9.5,30.044903168188,31.8757159824004,88.9001691621852,9.5,"F015","P3","P42"
"G2","Y2_L2","L2","Y2","1","B3",5,6,"G704","sparse_prep_MET",1000,270,7.39339709985461,38.2447549174687,30.6364057359527,92.2789371316978,7.39339709985461,"F001","P1","P32"
"G117","Y2_L2","L2","Y2","1","B3",5,7,"G706","sparse_prep_MET",1000,271,8.47615212011554,28.2304146330163,32.9135952049222,100.071902255072,8.47615212011554,"F012","P3","P41"
"G52","Y2_L2","L2","Y2","1","B2",4,1,"G723","sparse_prep_MET",1000,272,7.7801977688015,22.2715646279757,32.4049854921504,98.5614838435529,7.7801977688015,"F006","P2","P61"
"G123","Y2_L2","L2","Y2","1","B2",4,3,"G755","sparse_prep_MET",1000,273,9.29027284551461,33.2925652875524,29.8073691928573,92.3768239474224,9.29027284551461,"F013","P3","P54"
"G310","Y2_L2","L2","Y2","1","B1",2,8,"G762","sparse_prep_MET",1000,274,7.64310805325462,16.0731829560915,30.2888348959106,98.8724505314693,7.64310805325462,"F031","P7","P37"
"G420","Y2_L2","L2","Y2","1","B3",7,3,"G764","sparse_prep_MET",1000,275,8.9406381682713,41.3164693654347,31.4868761111048,104.377026339925,8.9406381682713,"F042","P9","P26"
"G790","Y2_L2","L2","Y2","1","B3",7,2,"G790","sparse_prep_MET",1000,276,8.4364266771118,39.7695828519232,26.5734457436508,80,8.4364266771118,"F079","P16","P26"
"G665","Y2_L2","L2","Y2","1","B3",7,1,"G797","sparse_prep_MET",1000,277,7.37798327343218,32.7663581833234,32.4884624693588,100.410945028765,7.37798327343218,"F067","P14","P21"
"G63","Y2_L2","L2","Y2","1","B3",7,4,"G864","sparse_prep_MET",1000,278,6.11705223205945,34.5553939332653,25.4079301389717,94.51881807375,6.11705223205945,"F007","P2","P44"
"G577","Y2_L2","L2","Y2","1","B3",6,9,"G869","sparse_prep_MET",1000,279,9.33932005376583,26.0757025859973,33.7540785780519,98.1843405801738,9.33932005376583,"F058","P12","P53"
"G869","Y2_L2","L2","Y2","1","B1",1,7,"G892","sparse_prep_MET",1000,280,9.5,29.6514641310642,25.6346183165767,80,9.5,"F087","P18","P80"
"G70","Y2_L2","L2","Y2","1","B2",3,4,"G913","sparse_prep_MET",1000,281,8.24913144839855,29.6900349058035,28.9486399468226,89.8297723212592,8.24913144839855,"F007","P2","P44"
"G6","Y2_L2","L2","Y2","1","B1",2,6,"G920","sparse_prep_MET",1000,282,5.75273078698948,39.8120690801444,31.3323557276832,80,5.75273078698948,"F001","P1","P32"
"G3","Y2_L2","L2","Y2","1","B4",8,3,"G941","sparse_prep_MET",1000,283,7.21724437088566,32.3989248240064,28.3935864813738,87.9477524678298,7.21724437088566,"F001","P1","P32"
"G348","Y2_L2","L2","Y2","1","B1",1,8,"G945","sparse_prep_MET",1000,284,9.24444891761451,14.9087903829488,27.7383844622466,118.691792872409,9.24444891761451,"F035","P7","P21"
"G318","Y1_L3","L3","Y1","1","B2",3,4,"G1","sparse_prep_MET",1000,285,6.82872704753411,35.9964109415142,29.0042119640605,105.540144656991,6.82872704753411,"F032","P7","P42"
"G391","Y1_L3","L3","Y1","1","B1",2,8,"G2","sparse_prep_MET",1000,286,5.1998309096526,30.1791441476121,25.9300645681984,91.3286407981287,5.1998309096526,"F040","P8","P39"
"G10","Y1_L3","L3","Y1","1","B1",2,1,"G3","sparse_prep_MET",1000,287,6.08770702159181,29.7398947720131,28.3351171046161,98.4935878328874,6.08770702159181,"F001","P1","P32"
"G450","Y1_L3","L3","Y1","1","B4",7,7,"G4","sparse_prep_MET",1000,288,7.01267042750426,17.7900636454533,29.3381026544499,98.831886542222,7.01267042750426,"F045","P9","P47"
"G6","Y1_L3","L3","Y1","1","B3",5,5,"G5","sparse_prep_MET",1000,289,6.94049367854245,47.6643612694443,26.1222385941612,94.6418142249563,6.94049367854245,"F001","P1","P32"
"G1","Y1_L3","L3","Y1","1","B2",4,9,"G6","sparse_prep_MET",1000,290,5.67188409415016,23.4298557492734,25,91.0091105618884,5.67188409415016,"F001","P1","P32"
"G662","Y1_L3","L3","Y1","1","B3",7,6,"G7","sparse_prep_MET",1000,291,8.21471443667694,32.3609853299616,28.1373763430715,98.1063867577166,8.21471443667694,"F067","P14","P21"
